,R,n_sites,from_sec,to_sec,type,transport_per_sec_per_particle,transport_per_sec_per_particle_sem,total_sim_time_sec
7904,35,16,1e-05,4e-05,inert,0.0,0.0,1.680002636542972
3288,42,16,1e-05,4e-05,inert,0.0,0.0,0.972001525428434
14264,49,16,1e-05,4e-05,inert,0.0,0.0,0.6120009604549399
12266,57,16,1e-05,4e-05,inert,0.0,0.0,0.3685505783916147
4326,66,16,1e-05,4e-05,inert,0.0,0.0,0.235620369775152
9128,75,16,1e-05,4e-05,inert,0.0,0.0,0.14700023069751025
8946,49,24,1e-05,4e-05,inert,0.0,0.0,0.6120009604549399
5837,15,0,1e-05,4e-05,kap,131.5294050117403,2.547374417441234,20.269231809890968
755,17,0,1e-05,4e-05,kap,50.37676689712863,1.949135630247738,13.260080809951205
11949,20,0,1e-05,4e-05,kap,13.142153807584352,1.2530551997643196,8.37001313563374
6017,24,0,1e-05,4e-05,kap,1.1816122304521397,0.4823911730732782,5.077807968951134
7059,17,1,1e-05,4e-05,kap,146.2596667242437,3.1594646018530566,14.652022994421207
10035,20,1,1e-05,4e-05,kap,57.11102148274072,2.5190591686075297,9.000014124337351
10165,24,1,1e-05,4e-05,kap,6.17525989784033,1.0916420373380609,5.181968132416798
1763,29,1,1e-05,4e-05,kap,1.0162585677150875,0.5867371576365693,2.9520046327826512
8727,35,1,1e-05,4e-05,kap,0.0,0.0,1.680002636542972
5689,42,1,1e-05,4e-05,kap,0.0,0.0,0.972001525428434
8815,17,2,1e-05,4e-05,kap,293.40658294331485,4.474928813318593,14.652022994421207
10085,20,2,1e-05,4e-05,kap,79.99987445053175,2.9814192910472928,9.000014124337351
11833,24,2,1e-05,4e-05,kap,13.911072560042404,1.6509405760062144,5.103848009817551
2837,29,2,1e-05,4e-05,kap,0.0,0.0,2.9520046327826512
10789,35,2,1e-05,4e-05,kap,0.0,0.0,1.680002636542972
11191,42,2,1e-05,4e-05,kap,0.0,0.0,0.9671415178012918
5995,17,4,1e-05,4e-05,kap,1439.2551805323599,9.911059990873783,14.652022994421207
4191,20,4,1e-05,4e-05,kap,687.4433655908878,8.73970687748371,9.000014124337351
17,24,4,1e-05,4e-05,kap,182.79541205094606,5.9244333369837685,5.208008173283214
4753,29,4,1e-05,4e-05,kap,51.49043409756446,4.176425696973388,2.9520046327826512
13221,35,4,1e-05,4e-05,kap,5.952371610902658,1.8823051770177937,1.680002636542972
2927,42,4,1e-05,4e-05,kap,0.0,0.0,0.972001525428434
15367,49,4,1e-05,4e-05,kap,0.0,0.0,0.6120009604549399
541,17,6,1e-05,4e-05,kap,3206.1019433883694,14.82956211801365,14.578762879449101
1941,20,6,1e-05,4e-05,kap,2401.662897567004,16.335575113071663,9.000014124337351
10699,24,6,1e-05,4e-05,kap,1538.045259866448,17.31532366539008,5.129888050683967
7925,29,6,1e-05,4e-05,kap,1163.9548128896802,19.856812861352726,2.9520046327826512
5497,35,6,1e-05,4e-05,kap,646.7834719475652,19.922260193530654,1.6296025574466837
15785,42,6,1e-05,4e-05,kap,687.5932712637738,26.66372339704848,0.9671415178012918
10597,49,6,1e-05,4e-05,kap,699.3453076966397,33.80413136966048,0.6120009604549399
14337,57,6,1e-05,4e-05,kap,412.37048685841006,33.0160623721711,0.3783005936929801
1897,66,6,1e-05,4e-05,kap,649.3496302802882,52.49680614904718,0.235620369775152
451,75,6,1e-05,4e-05,kap,637.5217681622507,64.39942363165224,0.15372024124368208
7135,17,8,1e-05,4e-05,kap,2137.588782922684,12.07850782874249,14.652022994421207
1499,20,8,1e-05,4e-05,kap,1464.3310352549404,12.755516180069591,9.000014124337351
11607,24,8,1e-05,4e-05,kap,783.4860995384927,12.296125267481866,5.181968132416798
6733,29,8,1e-05,4e-05,kap,445.31531208419887,12.312996514357284,2.9372446096187383
12737,35,8,1e-05,4e-05,kap,169.64259091072537,10.048759834611305,1.680002636542972
15031,42,8,1e-05,4e-05,kap,161.8931678342894,13.003572162175743,0.9574215025470076
11197,49,8,1e-05,4e-05,kap,137.25468655728469,14.975714062766553,0.6120009604549399
11295,57,8,1e-05,4e-05,kap,128.204927004057,18.902785226173968,0.3588005630902493
9823,66,8,1e-05,4e-05,kap,115.20719246908364,22.171634528202148,0.2343603677977448
13133,75,8,1e-05,4e-05,kap,49.34608589349349,17.446475980151547,0.16212025442639688
11339,24,12,1e-05,4e-05,kap,281.7462328389649,7.373635918379335,5.181968132416798
9733,29,12,1e-05,4e-05,kap,124.60657815200074,6.513290179190173,2.9372446096187383
12731,35,12,1e-05,4e-05,kap,87.49986268026888,7.216867038929796,1.680002636542972
6933,42,12,1e-05,4e-05,kap,92.023761116505,9.754499169370693,0.9671415178012918
1163,49,12,1e-05,4e-05,kap,125.81679601084429,14.338154601700495,0.6120009604549399
951,57,12,1e-05,4e-05,kap,80.82484528516643,15.008796978336875,0.3588005630902493
9265,66,12,1e-05,4e-05,kap,114.59111122593347,22.053069637677,0.235620369775152
1357,75,12,1e-05,4e-05,kap,39.682477406017654,16.20030356237758,0.15120023728886764
137,24,16,1e-05,4e-05,kap,0.0,0.0,5.155928091550382
8495,29,16,1e-05,4e-05,kap,0.0,0.0,2.9520046327826512
7905,35,16,1e-05,4e-05,kap,0.0,0.0,1.680002636542972
3289,42,16,1e-05,4e-05,kap,0.0,0.0,0.972001525428434
14265,49,16,1e-05,4e-05,kap,0.0,0.0,0.6120009604549399
12267,57,16,1e-05,4e-05,kap,2.7133317884456547,2.7133317884456547,0.3685505783916147
4327,66,16,1e-05,4e-05,kap,152.78814830124466,25.464691383540767,0.235620369775152
9129,75,16,1e-05,4e-05,kap,210.88402278626518,37.875888605148454,0.14700023069751025
8947,49,24,1e-05,4e-05,kap,0.0,0.0,0.6120009604549399
3132,15,0,1e-05,4.5e-05,inert,79.58170072007749,1.839332708556852,23.522995651784527
6230,17,0,1e-05,4.5e-05,inert,31.48006750021252,1.4264980236704847,15.470106599889393
13470,20,0,1e-05,4.5e-05,inert,6.349191327962082,0.8063481049996923,9.765023102540578
8764,24,0,1e-05,4.5e-05,inert,0.8440080638021198,0.3774518808439039,5.924114015541284
6484,17,1,1e-05,4.5e-05,inert,28.95746044847577,1.3015410567764742,17.09404044186673
8760,20,1,1e-05,4.5e-05,inert,8.761884032587677,0.9134895575455292,10.500024841441482
410,24,1,1e-05,4.5e-05,inert,0.827043077595042,0.36986490836462943,6.045634303039567
8164,29,1,1e-05,4.5e-05,inert,0.0,0.0,3.4440081479928066
4756,35,1,1e-05,4.5e-05,inert,0.0,0.0,1.960004637069077
15542,42,1,1e-05,4.5e-05,inert,0.0,0.0,1.1340026828756802
13180,17,2,1e-05,4.5e-05,inert,32.350455814155765,1.37568131493444,17.09404044186673
18,20,2,1e-05,4.5e-05,inert,6.3809372846018935,0.7795555625322441,10.500024841441482
4984,24,2,1e-05,4.5e-05,inert,0.6717615201690341,0.33588076008451706,5.954494087415855
10248,29,2,1e-05,4.5e-05,inert,0.0,0.0,3.4440081479928066
14290,35,2,1e-05,4.5e-05,inert,0.0,0.0,1.960004637069077
12482,42,2,1e-05,4.5e-05,inert,0.0,0.0,1.1283326694613016
10466,17,4,1e-05,4.5e-05,inert,33.87145373670192,1.4076495789783117,17.09404044186673
1128,20,4,1e-05,4.5e-05,inert,8.095218943151659,0.8780497757400733,10.500024841441482
822,24,4,1e-05,4.5e-05,inert,0.6583262897656534,0.3291631448828267,6.076014374914137
9156,29,4,1e-05,4.5e-05,inert,0.0,0.0,3.4440081479928066
12338,35,4,1e-05,4.5e-05,inert,0.0,0.0,1.960004637069077
7094,42,4,1e-05,4.5e-05,inert,0.0,0.0,1.1340026828756802
3360,49,4,1e-05,4.5e-05,inert,0.0,0.0,0.7140016892180208
14898,17,6,1e-05,4.5e-05,inert,41.68486768787231,1.565508066592496,17.0085702396574
5738,20,6,1e-05,4.5e-05,inert,8.952359772426538,0.9233654073433266,10.500024841441482
2788,24,6,1e-05,4.5e-05,inert,1.0025273448207919,0.4092800746663641,5.984874159290426
498,29,6,1e-05,4.5e-05,inert,0.0,0.0,3.4440081479928066
10746,35,6,1e-05,4.5e-05,inert,0.0,0.0,1.901204497957004
12464,42,6,1e-05,4.5e-05,inert,0.0,0.0,1.1283326694613016
11554,49,6,1e-05,4.5e-05,inert,0.0,0.0,0.7140016892180208
2268,57,6,1e-05,4.5e-05,inert,0.0,0.0,0.4413510441685903
568,66,6,1e-05,4.5e-05,inert,0.0,0.0,0.274890650348938
10804,75,6,1e-05,4.5e-05,inert,0.0,0.0,0.17836042197328594
8242,17,8,1e-05,4.5e-05,inert,27.436462525929585,1.2668981275291042,17.09404044186673
14800,20,8,1e-05,4.5e-05,inert,4.190466276454972,0.6317365607108566,10.500024841441482
9982,24,8,1e-05,4.5e-05,inert,0.6616344620760336,0.3308172310380168,6.045634303039567
15216,29,8,1e-05,4.5e-05,inert,0.0,0.0,3.4267881072528414
6680,35,8,1e-05,4.5e-05,inert,0.0,0.0,1.960004637069077
2088,42,8,1e-05,4.5e-05,inert,0.0,0.0,1.116992642632545
3234,49,8,1e-05,4.5e-05,inert,0.0,0.0,0.7140016892180208
5064,57,8,1e-05,4.5e-05,inert,0.0,0.0,0.4186009903454671
2794,66,8,1e-05,4.5e-05,inert,0.0,0.0,0.2734206468711361
3204,75,8,1e-05,4.5e-05,inert,0.0,0.0,0.18914044747716588
348,24,12,1e-05,4.5e-05,inert,0.3308172310380168,0.2339231074003385,6.045634303039567
9694,29,12,1e-05,4.5e-05,inert,0.0,0.0,3.4267881072528414
6172,35,12,1e-05,4.5e-05,inert,0.0,0.0,1.960004637069077
3012,42,12,1e-05,4.5e-05,inert,0.0,0.0,1.1283326694613016
1002,49,12,1e-05,4.5e-05,inert,0.0,0.0,0.7140016892180208
5992,57,12,1e-05,4.5e-05,inert,0.0,0.0,0.4186009903454671
13728,66,12,1e-05,4.5e-05,inert,0.0,0.0,0.274890650348938
10394,75,12,1e-05,4.5e-05,inert,0.0,0.0,0.17542041501768232
9824,24,16,1e-05,4.5e-05,inert,0.6649760502683367,0.3324880251341684,6.015254231164997
4230,29,16,1e-05,4.5e-05,inert,0.0,0.0,3.4440081479928066
870,35,16,1e-05,4.5e-05,inert,0.0,0.0,1.960004637069077
292,42,16,1e-05,4.5e-05,inert,0.0,0.0,1.1340026828756802
13922,49,16,1e-05,4.5e-05,inert,0.0,0.0,0.7140016892180208
1096,57,16,1e-05,4.5e-05,inert,0.0,0.0,0.4277010118747163
11548,66,16,1e-05,4.5e-05,inert,0.0,0.0,0.274890650348938
10004,75,16,1e-05,4.5e-05,inert,0.0,0.0,0.17150040574354414
10582,49,24,1e-05,4.5e-05,inert,0.0,0.0,0.7140016892180208
3133,15,0,1e-05,4.5e-05,kap,133.6989576734207,2.3840628294715254,23.522995651784527
6231,17,0,1e-05,4.5e-05,kap,51.518714163592044,1.8248864831473144,15.470106599889393
13471,20,0,1e-05,4.5e-05,kap,14.029664708561366,1.1986351478957993,9.765023102540578
8765,24,0,1e-05,4.5e-05,kap,1.1816112893229676,0.44660708827070894,5.924114015541284
6485,17,1,1e-05,4.5e-05,kap,148.53129712864612,2.9477226826938456,17.09404044186673
8761,20,1,1e-05,4.5e-05,kap,57.237959821578166,2.3347850804605312,10.500024841441482
411,24,1,1e-05,4.5e-05,kap,6.285527389722318,1.0196471857170868,6.045634303039567
8165,29,1,1e-05,4.5e-05,kap,1.161437438041844,0.580718719020922,3.4440081479928066
4757,35,1,1e-05,4.5e-05,kap,0.0,0.0,1.960004637069077
15543,42,1,1e-05,4.5e-05,kap,0.0,0.0,1.1340026828756802
13181,17,2,1e-05,4.5e-05,kap,298.81759186023015,4.18100529151537,17.09404044186673
19,20,2,1e-05,4.5e-05,kap,80.47600008191941,2.7684585652376983,10.500024841441482
4985,24,2,1e-05,4.5e-05,kap,14.610813063676481,1.5664435829739365,5.954494087415855
10249,29,2,1e-05,4.5e-05,kap,0.580718719020922,0.4106301441816592,3.4440081479928066
14291,35,2,1e-05,4.5e-05,kap,0.0,0.0,1.960004637069077
12483,42,2,1e-05,4.5e-05,kap,0.0,0.0,1.1283326694613016
10467,17,4,1e-05,4.5e-05,kap,1493.5614600202705,9.347364659225324,17.09404044186673
1129,20,4,1e-05,4.5e-05,kap,713.9030729160562,8.24564175752631,10.500024841441482
823,24,4,1e-05,4.5e-05,kap,192.06669503912926,5.622333917792973,6.076014374914137
9157,29,4,1e-05,4.5e-05,kap,52.555044071393404,3.9063856614028567,3.4440081479928066
12339,35,4,1e-05,4.5e-05,kap,6.632637369388959,1.8395626251454216,1.960004637069077
7095,42,4,1e-05,4.5e-05,kap,0.0,0.0,1.1340026828756802
3361,49,4,1e-05,4.5e-05,kap,0.0,0.0,0.7140016892180208
14899,17,6,1e-05,4.5e-05,kap,3364.06877202352,14.063665518148232,17.0085702396574
5739,20,6,1e-05,4.5e-05,kap,2566.94630793843,15.635552390804884,10.500024841441482
2789,24,6,1e-05,4.5e-05,kap,1671.0459959254583,16.709624498915616,5.984874159290426
499,29,6,1e-05,4.5e-05,kap,1258.7078234778492,19.117468384590953,3.4440081479928066
10747,35,6,1e-05,4.5e-05,kap,732.6934064677882,19.63119446285209,1.901204497957004
12465,42,6,1e-05,4.5e-05,kap,765.7316174426633,26.05071864792466,1.1283326694613016
11555,49,6,1e-05,4.5e-05,kap,805.3202235834241,33.58417490976205,0.7140016892180208
2269,57,6,1e-05,4.5e-05,kap,514.3298129669512,34.137268671701925,0.4413510441685903
569,66,6,1e-05,4.5e-05,kap,789.4048041450168,53.58828990348429,0.274890650348938
10805,75,6,1e-05,4.5e-05,kap,678.4016244260891,61.67287494782631,0.17836042197328594
8243,17,8,1e-05,4.5e-05,kap,2282.725382141356,11.555918503554256,17.09404044186673
14801,20,8,1e-05,4.5e-05,kap,1590.567665524421,12.307813633105928,10.500024841441482
9983,24,8,1e-05,4.5e-05,kap,888.0788567215566,12.120061640190471,6.045634303039567
15217,29,8,1e-05,4.5e-05,kap,521.1877548599831,12.332566793022515,3.4267881072528414
6681,35,8,1e-05,4.5e-05,kap,217.34642456613,10.530468678591633,1.960004637069077
2089,42,8,1e-05,4.5e-05,kap,221.12947800431996,14.070131749893605,1.116992642632545
3235,49,8,1e-05,4.5e-05,kap,166.66627235900438,15.27827213767939,0.7140016892180208
5065,57,8,1e-05,4.5e-05,kap,143.33458683526422,18.504415591616645,0.4186009903454671
2795,66,8,1e-05,4.5e-05,kap,157.26683588846174,23.98296763372277,0.2734206468711361
3205,75,8,1e-05,4.5e-05,kap,95.1673755671592,22.431165537088408,0.18914044747716588
349,24,12,1e-05,4.5e-05,kap,321.38893995343346,7.291124714392091,6.045634303039567
9695,29,12,1e-05,4.5e-05,kap,149.99468420942415,6.615981901397581,3.4267881072528414
6173,35,12,1e-05,4.5e-05,kap,105.10179216108635,7.322788845984488,1.960004637069077
3013,42,12,1e-05,4.5e-05,kap,119.64556522541635,10.297450701458004,1.1283326694613016
1003,49,12,1e-05,4.5e-05,kap,154.0612601637856,14.68916480182019,0.7140016892180208
5993,57,12,1e-05,4.5e-05,kap,102.7231205652727,15.665129026307875,0.4186009903454671
13729,66,12,1e-05,4.5e-05,kap,156.42583676606355,23.854716469906073,0.274890650348938
10395,75,12,1e-05,4.5e-05,kap,62.70649855030385,18.9067206916657,0.17542041501768232
9825,24,16,1e-05,4.5e-05,kap,0.0,0.0,6.015254231164997
4231,29,16,1e-05,4.5e-05,kap,0.0,0.0,3.4440081479928066
871,35,16,1e-05,4.5e-05,kap,0.0,0.0,1.960004637069077
293,42,16,1e-05,4.5e-05,kap,0.0,0.0,1.1340026828756802
13923,49,16,1e-05,4.5e-05,kap,0.0,0.0,0.7140016892180208
1097,57,16,1e-05,4.5e-05,kap,4.6761638258313205,3.306547151184556,0.4277010118747163
11549,66,16,1e-05,4.5e-05,kap,221.906419598369,28.412205602455217,0.274890650348938
10005,75,16,1e-05,4.5e-05,kap,303.20627974349554,42.04714571760966,0.17150040574354414
10583,49,24,1e-05,4.5e-05,kap,0.0,0.0,0.7140016892180208
4334,15,0,1e-05,5e-05,inert,81.20618610560952,1.7472789244224758,26.59895881812376
9906,17,0,1e-05,5e-05,inert,31.50428897922055,1.3348795654941503,17.68013238982745
13886,20,0,1e-05,5e-05,inert,6.3619883165378575,0.7550291043710718,11.160033069447328
3762,24,0,1e-05,5e-05,inert,0.7385066146731764,0.3302701984484932,6.770420062131377
6416,17,1,1e-05,5e-05,inert,30.302940508989447,1.761322640582225,9.768028944656084
6750,20,1,1e-05,5e-05,inert,8.166642467172649,1.1666632095960925,6.0000177792727785
9174,24,1,1e-05,5e-05,inert,1.140663682069456,0.570331841034728,3.50673039115524
4682,29,1,1e-05,5e-05,inert,0.0,0.0,1.968005831601472
5382,35,1,1e-05,5e-05,inert,0.0,0.0,1.1200033187975855
13078,42,1,1e-05,5e-05,inert,0.0,0.0,0.6480019201614602
10984,17,2,1e-05,5e-05,inert,31.63381289620858,1.7995847402626486,9.768028944656084
13890,20,2,1e-05,5e-05,inert,5.666649875181018,0.9718224360915192,6.0000177792727785
4778,24,2,1e-05,5e-05,inert,0.6000366244219533,0.4242899660890487,3.3331298767416158
12972,29,2,1e-05,5e-05,inert,0.0,0.0,1.968005831601472
5082,35,2,1e-05,5e-05,inert,0.0,0.0,1.1200033187975855
2636,42,2,1e-05,5e-05,inert,0.0,0.0,0.6415219009598456
15636,17,4,1e-05,5e-05,inert,33.06706008244455,1.8399004402463104,9.768028944656084
8914,20,4,1e-05,5e-05,inert,8.166642467172645,1.1666632095960925,6.0000177792727785
8188,24,4,1e-05,5e-05,inert,0.5647403523971327,0.399331732789693,3.541450494037965
15536,29,4,1e-05,5e-05,inert,0.0,0.0,1.968005831601472
7154,35,4,1e-05,5e-05,inert,0.0,0.0,1.131203351985561
948,42,4,1e-05,5e-05,inert,0.0,0.0,0.6480019201614602
11080,49,4,1e-05,5e-05,inert,0.0,0.0,0.408001208990549
1862,17,6,1e-05,5e-05,inert,43.121506252554596,2.1116692463473234,9.670348655209523
4068,20,6,1e-05,5e-05,inert,9.499971849568183,1.2583020105960108,6.0000177792727785
12424,24,6,1e-05,5e-05,inert,0.0,0.0,3.3678499796243404
13452,29,6,1e-05,5e-05,inert,0.0,0.0,1.968005831601472
5322,35,6,1e-05,5e-05,inert,0.0,0.0,1.0528031196697305
916,42,6,1e-05,5e-05,inert,0.0,0.0,0.6415219009598456
7756,49,6,1e-05,5e-05,inert,0.0,0.0,0.408001208990549
8100,57,6,1e-05,5e-05,inert,0.0,0.0,0.5044014946441964
3710,66,6,1e-05,5e-05,inert,0.0,0.0,0.3141609309227216
702,75,6,1e-05,5e-05,inert,0.0,0.0,0.20272060070236225
13744,17,8,1e-05,5e-05,inert,28.357819327669176,1.7038562305037506,9.768028944656084
10928,20,8,1e-05,5e-05,inert,3.9999881471866017,0.8164941614823227,6.0000177792727785
2972,24,8,1e-05,5e-05,inert,0.570331841034728,0.4032855123222643,3.50673039115524
13560,29,8,1e-05,5e-05,inert,0.0,0.0,1.9483257732854569
11784,35,8,1e-05,5e-05,inert,0.0,0.0,1.1200033187975855
15428,42,8,1e-05,5e-05,inert,0.0,0.0,0.6285618625566165
2532,49,8,1e-05,5e-05,inert,0.0,0.0,0.408001208990549
11822,57,8,1e-05,5e-05,inert,0.0,0.0,0.4784014176006812
5494,66,8,1e-05,5e-05,inert,0.0,0.0,0.3124809259445252
4506,75,8,1e-05,5e-05,inert,0.0,0.0,0.2161606405279332
15676,24,12,1e-05,5e-05,inert,0.570331841034728,0.4032855123222643,3.50673039115524
7580,29,12,1e-05,5e-05,inert,0.0,0.0,1.9483257732854569
4038,35,12,1e-05,5e-05,inert,0.0,0.0,1.1200033187975855
7072,42,12,1e-05,5e-05,inert,0.0,0.0,0.6415219009598456
7828,49,12,1e-05,5e-05,inert,0.0,0.0,0.408001208990549
10932,57,12,1e-05,5e-05,inert,0.0,0.0,0.4784014176006812
2488,66,12,1e-05,5e-05,inert,0.0,0.0,0.3141609309227216
6554,75,12,1e-05,5e-05,inert,0.0,0.0,0.2004805940647671
2766,24,16,1e-05,5e-05,inert,1.728105478335226,0.7054961072715922,3.4720102882725152
10870,29,16,1e-05,5e-05,inert,0.0,0.0,1.9876858899174863
5500,35,16,1e-05,5e-05,inert,0.0,0.0,1.131203351985561
7976,42,16,1e-05,5e-05,inert,0.0,0.0,0.6480019201614602
9042,49,16,1e-05,5e-05,inert,0.0,0.0,0.408001208990549
8158,57,16,1e-05,5e-05,inert,0.0,0.0,0.4862014407137357
168,66,16,1e-05,5e-05,inert,0.0,0.0,0.3141609309227216
7180,75,16,1e-05,5e-05,inert,0.0,0.0,0.1960005807895768
9758,49,24,1e-05,5e-05,inert,0.0,0.0,0.408001208990549
4335,15,0,1e-05,5e-05,kap,135.83238444424404,2.2597965626999987,26.59895881812376
9907,17,0,1e-05,5e-05,kap,52.82765871919561,1.7285737971880952,17.68013238982745
13887,20,0,1e-05,5e-05,kap,14.42648054876894,1.1369659445890772,11.160033069447328
3763,24,0,1e-05,5e-05,kap,1.181610583477082,0.4177624281492189,6.770420062131377
6417,17,1,1e-05,5e-05,kap,144.24609181475034,3.842806872391852,9.768028944656084
6751,20,1,1e-05,5e-05,kap,56.99983109740914,3.0821978682783797,6.0000177792727785
9175,24,1,1e-05,5e-05,kap,4.847820648795186,1.175769211119582,3.50673039115524
4683,29,1,1e-05,5e-05,kap,1.0162571512161085,0.7186023230542329,1.968005831601472
5383,35,1,1e-05,5e-05,kap,0.0,0.0,1.1200033187975855
13079,42,1,1e-05,5e-05,kap,0.0,0.0,0.6480019201614602
10985,17,2,1e-05,5e-05,kap,301.08428390857387,5.551886440866232,9.768028944656084
13891,20,2,1e-05,5e-05,kap,82.999754054122,3.7193079129719098,6.0000177792727785
4779,24,2,1e-05,5e-05,kap,14.100860673915902,2.056821922313739,3.3331298767416158
12973,29,2,1e-05,5e-05,kap,1.0162571512161085,0.7186023230542329,1.968005831601472
5083,35,2,1e-05,5e-05,kap,0.0,0.0,1.1200033187975855
2637,42,2,1e-05,5e-05,kap,0.0,0.0,0.6415219009598456
15637,17,4,1e-05,5e-05,kap,1533.7792388705398,12.530775766711256,9.768028944656084
8915,20,4,1e-05,5e-05,kap,733.9978250087416,11.06040724102514,6.0000177792727785
8189,24,4,1e-05,5e-05,kap,197.65912333899638,7.4708126388289635,3.541450494037965
15537,29,4,1e-05,5e-05,kap,58.94291477053429,5.472712245727755,1.968005831601472
7155,35,4,1e-05,5e-05,kap,8.840143536038285,2.795498841669577,1.131203351985561
949,42,4,1e-05,5e-05,kap,0.0,0.0,0.6480019201614602
11081,49,4,1e-05,5e-05,kap,0.0,0.0,0.408001208990549
1863,17,6,1e-05,5e-05,kap,3516.419232897165,19.06905876673907,9.670348655209523
4069,20,6,1e-05,5e-05,kap,2656.1587959047038,21.040242889781727,6.0000177792727785
12425,24,6,1e-05,5e-05,kap,1826.9816165286325,23.29113860496336,3.3678499796243404
13453,29,6,1e-05,5e-05,kap,1373.9796684441785,26.42268593161881,1.968005831601472
5323,35,6,1e-05,5e-05,kap,792.1709049092,27.430635051163968,1.0528031196697305
917,42,6,1e-05,5e-05,kap,860.4538663046388,36.62334865542192,0.6415219009598456
7757,49,6,1e-05,5e-05,kap,958.3304935967888,48.46485622483343,0.408001208990549
8101,57,6,1e-05,5e-05,kap,600.7119392335164,34.50999921760338,0.5044014946441964
3711,66,6,1e-05,5e-05,kap,881.7137101880339,52.97704246104111,0.3141609309227216
703,75,6,1e-05,5e-05,kap,739.9346661380132,60.415412501158634,0.20272060070236225
13745,17,8,1e-05,5e-05,kap,2411.028891645978,15.710779681673676,9.768028944656084
